"text","valence","dominance","arousal"
"Conclusion",NA,NA,0
"Antie will be a fully autonomous, situated and embodied agent, infiltrating a red harvester ant colony and providing valuable information not only about the hypothesized rules of these ants’ behaviors and their task-switching thresholds, but also about the combination of complex behaviors into a single autonomous system with the ability to switch between behaviors as necessary.",1,1,1
"In addition to following these trails to the food, foragers must also be able to identify food, grasp it and carry it back to the nest.",NA,1,1
"Biomimetic robots have long been a rich source of information for both biologists and robotics engineers, and complex robots that can switch tasks as the situation demands and communicate information about current tasks could be useful for further studies of complex robot behaviors as well as for the obvious practical applications of robot swarms, such as on the battlefield and standard building maintenance.",NA,NA,0
"REFERENCES",NA,NA,0
"Ants engaged in all three behaviors must be able to identify other nestmates and their current tasks (as well as indicate to other ants their own nestmate status and current task), walk, navigate both within and outside of the nest, and of course switch tasks at appropriate times.",NA,NA,NA
"Extensive research has been done on the interactions of social insects such as honeybees, ants and cockroaches, and in fact robots have passed undetected in cockroach society performing single simple behaviors already (Halloy et al, 2007).",1,NA,0
"The Agent",0,NA,0
"Chassis",NA,NA,NA
"Antie will be implemented on a tiny Road Warrior robotic system.",1,1,1
"Behaviors will be coded in Interactive C, for which some pseudocode is included.",NA,NA,0
"Sensors will include a thermometer, photoreceptors, bump sensors, a polarization compass, and a series of chemical receptors.",NA,NA,NA
"Antie be a circular robot, no more than 1cm in diameter (the length of a red harvester ant), with two driving wheels and one rear wheel for stabilization.",1,1,0
"A gripper will be located on the front of the robot consisting of two elongated tongs.",1,1,0
"Antie will also feature a skirt of bump sensors, sonar detectors and chemical emitters, including sacs of hydrocarbons extracted from ants of the nest being infiltrated and pheromones for successful patrolling and foraging.",1,1,0
"These sacs will be refilled at a filling station each morning as Antie determines that they are getting depleted.",1,0,0
"Antie will likewise recharge at a special station at night just inside the nest entrance.",1,1,1
"For the purposes of this proposal, I will assume that Antie has enough battery life to remain powered the whole day.",NA,1,0
"A rudimentary blueprint of Antie is attached.",NA,1,0
"Sensors",NA,NA,NA
"In order to inform itself about its environment, Antie will need a number of sensors.",NA,NA,NA
"In an attempt to mimic the red harvester ant as closely as possible, these sensors include a thermometer, photoreceptors, bump sensors and sonar, a polarization compass, and a series of chemical receptors on a pair of stalks corresponding to the antennae.",1,NA,0
"On its front grippers, Antie will have a tactile skin to sense pressure.",NA,1,0
"The locations of the rest of these sensors will depend on their function.",NA,1,0
"The thermometer will be located on the rear of the robot to keep it out of the way, and will detect and input to the robot the outside temperature in degrees Celsius.",NA,1,NA
"Harvester ants do not exit the nest when the outside temperature is above 52 degrees Celsius (Gordon, 9), and the ability to use a temperature gradient will enable in-nest navigation.",NA,1,0
"Antie will also be equipped with one photoreceptor located in the middle of the top of its chassis corresponding to the ant’s eyes.",NA,NA,0
"These will be useful for initiating patrolling behavior in the morning and shutting off behaviors at night: the patrollers first poke their heads out of the nest shortly after sunrise and scuttle back in at night (Gordon, 5).",1,NA,NA
"No robot has yet been constructed, however, that could pass undetected within a colony of the red harvester ants species Pogonomyrmex barbatus; nor has a robot managed to pass undetected in a society of insects while combining in its design several different behaviors and the thresholds of stimulation required to switch between them.",0,0,NA
"The bump sensors and sonar will form a skirt around Antie to keep it from colliding with other objects.",1,NA,NA
"The sonar will constantly be detecting nearby objects and initiate an escape maneuver when their inputs pass a certain threshold of stimulation, and the bump sensors will, when depressed, also initiate the escape function.",NA,NA,1
"The sonar will correspond to the ant’s limited optical object detection ability, and the bump sensors will allow the robot to detect collisions.",1,1,NA
"The polarization compass will consist of two polarized light sensors placed at 45 and -45 degrees from the center front of Antie, respectively, that will orient Antie towards a desired polarization pattern.",1,NA,NA
"These sensors would correspond to the cells in the ants’ eyes sensitive to polarized light, and research has shown that many insects, including ants, do navigate using a path integration system synthesizing input from a polarization compasses and from a sort of odometer (Labhart, et al, 2002).",0,NA,NA
"Antie would use a system for processing the input from its polarization compass based on the compass designed by Lambrinos, Moller, Labhart, Pfeifer and Wehner in 2000, consisting of two photodiodes with blue filters and polarizers.",NA,1,0
